date,symbol,open,high,low,close,volume,returns,log_returns,created_at
2024-10-08,AAPL,223.26094483680066,224.93315503301397,222.2158058701156,224.72413635253906,31855700,0.01840399121134695,0.018236687353288688,2025-11-08T14:25:57.049648
2024-10-09,AAPL,224.1866374402548,228.68570318762718,223.78849648056692,228.47666931152344,33591100,0.016698397510348073,0.016560512130084002,2025-11-08T14:25:57.049648
2024-10-10,AAPL,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500,-0.0021783227335696598,-0.002180698729620007,2025-11-08T14:25:57.049648
2024-10-11,AAPL,228.23778864704394,228.34727968813561,226.28686151162026,226.4958953857422,31759200,-0.00650532801725201,-0.00652657988059144,2025-11-08T14:25:57.049648
2024-10-14,AAPL,227.64055393917852,230.65651637799863,227.54102629778745,230.228515625,39882100,0.01647985820184883,0.01634553903687205,2025-11-08T14:25:57.049648
2024-10-15,AAPL,232.527799450427,236.38983016358188,231.29353829774286,232.76669311523438,64751400,0.011024600855128686,0.010964272932325362,2025-11-08T14:25:57.049648
2024-10-16,AAPL,230.52712470524975,231.0447048824563,228.7752681420796,230.70628356933594,34082200,-0.008851822906116524,-0.00889123303049346,2025-11-08T14:25:57.049648
2024-10-17,AAPL,232.348638945834,232.76670668063704,229.4521309302649,231.07456970214844,32993800,0.0015963420116462679,0.0015950692121060731,2025-11-08T14:25:57.049648
2024-10-18,AAPL,235.0859033854084,235.0859033854084,232.92595759952005,233.911376953125,46431500,0.012276587833240038,0.012201841659021726,2025-11-08T14:25:57.049648
2024-10-21,AAPL,233.36392650842956,235.75281781754072,233.36392650842956,235.384521484375,36254500,0.006297874649958679,0.006278125910757022,2025-11-08T14:25:57.049648
2024-10-22,AAPL,232.80651969699693,235.12572795126604,231.52250221800776,234.76739501953125,38846600,-0.0026217801448966682,-0.0026252230294348936,2025-11-08T14:25:57.049648
2024-10-23,AAPL,232.99563706556216,234.05072423456664,226.7049068825192,229.69100952148438,52287000,-0.021623043087497518,-0.021860246693040916,2025-11-08T14:25:57.049648
2024-10-24,AAPL,228.91461372105516,229.75073396519565,227.35189464165862,229.50189208984375,31109500,-0.0008233558293579968,-0.0008236949729388736,2025-11-08T14:25:57.049648
2024-10-25,AAPL,228.6757355296476,232.1396101862481,228.50652487676712,230.33799743652344,38802300,0.003643130516555182,0.003636510390358776,2025-11-08T14:25:57.049648
2024-10-28,AAPL,232.23917058038825,233.6426273223557,231.4727332926884,232.31878662109375,36087100,0.008599489474662825,0.008562724488103992,2025-11-08T14:25:57.049648
2024-10-29,AAPL,232.02018805231754,233.24448591818899,231.24380255804743,232.58753967285156,35417200,0.0011568287509875486,0.001156160140203766,2025-11-08T14:25:57.049648
2024-10-30,AAPL,231.5324398883544,232.38845656475567,228.48661770128336,229.03407287597656,47070900,-0.015277975775801034,-0.015395886547918597,2025-11-08T14:25:57.049648
2024-11-01,AAPL,219.9463649274566,224.30607958110733,219.2496106921502,221.87738037109375,65276700,,,2025-11-08T14:36:32.803395
